"Kafka_Notif","exception"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': {u'currency': u'INR', u'value': 499.0}, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282355549, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095155549, u'channel': u'WEBSITE', u'productId': u'9781421518626'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1442.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1504.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1509.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1567.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1580.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1359.63}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1977.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2589.44}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 3087.23}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1624.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282366912, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095166912, u'channel': u'WEBSITE', u'productId': u'9780738728001'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1907.27}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282366912, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095166912, u'channel': u'WEBSITE', u'productId': u'9780738728001'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1196.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1208.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1241.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1406.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1179.2}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1673.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1940.66}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2466.56}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2696.19}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 4169.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 3215.48}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282366393, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095166393, u'channel': u'WEBSITE', u'productId': u'9780007144365'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 73.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 89.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 75.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282368355, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095168355, u'channel': u'WEBSITE', u'productId': u'9789352033942'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': {u'currency': u'INR', u'value': 75.0}, u'sellingPrice': {u'currency': u'INR', u'value': 64.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282368355, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095168355, u'channel': u'WEBSITE', u'productId': u'9789352033942'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 882.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 999.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 999.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1307.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1433.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1449.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1946.08}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 3251.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 4609.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1336.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282367591, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095167591, u'channel': u'WEBSITE', u'productId': u'9781405363167'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': {u'currency': u'INR', u'value': 999.0}, u'sellingPrice': {u'currency': u'INR', u'value': 759.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, u'otherListings': []}, u'validTill': 1467282367591, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095167591, u'channel': u'WEBSITE', u'productId': u'9781405363167'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 128.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 150.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 150.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282378548, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095178548, u'channel': u'WEBSITE', u'productId': u'9788128825170'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': {u'currency': u'INR', u'value': 150.0}, u'sellingPrice': {u'currency': u'INR', u'value': 125.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, u'otherListings': []}, u'validTill': 1467282378548, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095178548, u'channel': u'WEBSITE', u'productId': u'9788128825170'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1097.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1731.92}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282370735, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095170735, u'channel': u'WEBSITE', u'productId': u'9781934386897'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 502.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282370735, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095170735, u'channel': u'WEBSITE', u'productId': u'9781934386897'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 254.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 255.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 259.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282380035, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095180035, u'channel': u'WEBSITE', u'productId': u'9789351781219'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 258.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282380035, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095180035, u'channel': u'WEBSITE', u'productId': u'9789351781219'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 599.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282377958, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095177958, u'channel': u'WEBSITE', u'productId': u'9789351105442'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 70.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 91.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 120.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 117.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 111.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282381462, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095181462, u'channel': u'WEBSITE', u'productId': u'9789381448427'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 120.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, u'otherListings': []}, u'validTill': 1467282381462, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095181462, u'channel': u'WEBSITE', u'productId': u'9789381448427'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 150.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467282382893, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095182893, u'channel': u'WEBSITE', u'productId': u'9788189221225'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 149.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467282382893, u'competitor': u'AI', u'vertical': u'book', u'fetchTimestamp': 1467095182893, u'channel': u'WEBSITE', u'productId': u'9788189221225'}","'timestamp'"
